,OR,conc,Firefly,Renilla,Normalized,Project,Plate,Row,Column,Renilla_bgnorm,Firefly_bgnorm,Background_Subtracted,Background_Divided,plate-type,exp datetime
1148,AR_98,8,206.393,2905.85,0.0710266,EXP_025_50_01 Secondary Screen/map2,sPREP805,H,9,0.0236982,0.00607222,-0.00124436,0.982782,sample,2023-01-18 15:16:51
1149,Rho-pCI,8,703.428,8496.81,0.0827873,EXP_025_50_01 Secondary Screen/map2,sPREP805,H,10,0.173218,0.0680937,-0.00814813,0.910397,sample,2023-01-18 15:16:51
1150,Rho-pCI,8,647.371,7244.8,0.0893567,EXP_025_50_01 Secondary Screen/map2,sPREP805,H,11,-0.220914,-0.0796907,0.0137119,1.18127,sample,2023-01-18 15:16:51
1151,Rho-pCI,8,707.165,7890.11,0.0896268,EXP_025_50_01 Secondary Screen/map2,sPREP805,H,12,-0.0334225,0.188409,0.01673,1.2295,sample,2023-01-18 15:16:51
1152,AR_202,1,206.659,3164.56,0.0653041,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,1,0.0824723,0.780006,0.0255908,1.64439,sample,2023-01-18 15:16:51
1153,AR_202,1,380.72,2914.05,0.13065,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,2,-0.244536,2.73303,0.10421,4.94137,sample,2023-01-18 15:16:51
1154,AR_202,1,164.32,2812.9,0.0584164,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,3,-0.0575327,0.475099,0.0210931,1.56515,sample,2023-01-18 15:16:51
1155,AR_268,1,2732.92,1873.19,1.45897,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,4,0.0677078,21.4046,1.38944,20.9838,sample,2023-01-18 15:16:51
1156,AR_268,1,2226.02,2106.06,1.05696,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,5,-0.120784,14.9432,0.998673,18.1334,sample,2023-01-18 15:16:51
1157,AR_268,1,2428.31,2142.52,1.13339,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,6,0.554747,16.3921,1.03207,11.1864,sample,2023-01-18 15:16:51
1158,AR_98,1,1248.68,3212.78,0.38866,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,7,0.281467,7.65178,0.331093,6.75146,sample,2023-01-18 15:16:51
1159,AR_98,1,1345.12,3126.92,0.430173,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,8,0.086204,9.92202,0.387392,10.0552,sample,2023-01-18 15:16:51
1160,AR_98,1,1101.67,3192.79,0.345048,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,9,0.11684,7.31036,0.298677,7.44096,sample,2023-01-18 15:16:51
1161,Rho-pCI,1,427.763,7795.03,0.0548764,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,10,0.0298345,-0.137533,-0.0106492,0.837481,sample,2023-01-18 15:16:51
1162,Rho-pCI,1,448.933,6740.02,0.0666071,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,11,-0.1343,-0.278032,-0.0132604,0.83397,sample,2023-01-18 15:16:51
1163,Rho-pCI,1,510.09,5848.49,0.0872173,EXP_025_50_01 Secondary Screen/map2,sPREP806,A,12,-0.0809525,0.0308997,0.00946304,1.1217,sample,2023-01-18 15:16:51
1164,AR_202,2,218.42,2587.09,0.0844269,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,1,0.339892,0.577656,0.0127237,1.17745,sample,2023-01-18 15:16:51
1165,AR_202,2,246.646,3448,0.0715329,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,2,-0.274819,0.877216,0.0438993,2.58862,sample,2023-01-18 15:16:51
1166,AR_202,2,273.696,2817.6,0.0971378,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,3,0.251869,1.91929,0.0554825,2.33194,sample,2023-01-18 15:16:51
1167,AR_268,2,2908.16,1612.09,1.80397,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,4,-0.0304165,24.0488,1.73414,25.8346,sample,2023-01-18 15:16:51
1168,AR_268,2,2971.68,2007.26,1.48046,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,5,0.0893596,26.853,1.42256,25.5683,sample,2023-01-18 15:16:51
1169,AR_268,2,2582.38,2035.49,1.26868,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,6,0.155571,21.4704,1.20343,19.4452,sample,2023-01-18 15:16:51
1170,AR_98,2,1442.73,2829.37,0.509914,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,7,-0.388908,6.1025,0.466042,11.6226,sample,2023-01-18 15:16:51
1171,AR_98,2,1359.23,5896.72,0.230506,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,8,0.8037,9.63055,0.191396,5.89374,sample,2023-01-18 15:16:51
1172,AR_98,2,1314.54,2751.74,0.477712,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,9,-0.138455,7.48578,0.42921,9.84949,sample,2023-01-18 15:16:51
1173,Rho-pCI,2,555.957,7158.73,0.0776615,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,10,-0.0515776,0.113017,0.0114847,1.17355,sample,2023-01-18 15:16:51
1174,Rho-pCI,2,531.259,6917.62,0.0767981,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,11,0.133345,-0.0300612,-0.0129382,0.85582,sample,2023-01-18 15:16:51
1175,Rho-pCI,2,524.203,7399.84,0.0708398,EXP_025_50_01 Secondary Screen/map2,sPREP806,B,12,-0.0701988,-0.137406,-0.00551935,0.927719,sample,2023-01-18 15:16:51
1176,AR_202,3,147.854,2509.46,0.0589187,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,1,0.124361,0.189184,0.00321167,1.05765,sample,2023-01-18 15:16:51
1177,AR_202,3,214.891,3724.39,0.0576984,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,2,0.81193,0.796326,-0.000501193,0.991388,sample,2023-01-18 15:16:51
1178,AR_202,3,240.765,2588.26,0.093022,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,3,-0.22091,0.816203,0.0531187,2.33118,sample,2023-01-18 15:16:51
1179,AR_268,3,2458.89,1840.26,1.33617,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,4,0.136558,18.7767,1.25938,17.4005,sample,2023-01-18 15:16:51
1180,AR_268,3,1996.68,2138.99,0.933469,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,5,0.384409,15.6907,0.856042,12.0562,sample,2023-01-18 15:16:51
1181,AR_268,3,1901.41,2123.7,0.895332,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,6,0.253348,21.2331,0.844859,17.739,sample,2023-01-18 15:16:51
1182,AR_98,3,1346.29,3743.21,0.359663,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,7,0.0731707,6.54511,0.308507,7.03067,sample,2023-01-18 15:16:51
1183,AR_98,3,1343.94,3009.31,0.446594,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,8,0.265619,10.9385,0.39925,9.43296,sample,2023-01-18 15:16:51
1184,AR_98,3,1299.25,2582.38,0.503121,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,9,-0.264103,13.7854,0.478079,20.0917,sample,2023-01-18 15:16:51
1185,Rho-pCI,3,563.014,5849.67,0.0962471,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,10,-0.0309785,0.119238,0.0129176,1.15502,sample,2023-01-18 15:16:51
1186,Rho-pCI,3,524.203,8760.67,0.0598359,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,11,0.219567,-0.00446712,-0.0134654,0.8163,sample,2023-01-18 15:16:51
1187,Rho-pCI,3,474.807,6246.03,0.0760174,EXP_025_50_01 Secondary Screen/map2,sPREP806,C,12,-0.111733,-0.299974,-0.0204416,0.78808,sample,2023-01-18 15:16:51
1188,AR_202,4,181.961,2547.1,0.0714385,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,1,0.188835,0.536155,0.016152,1.29215,sample,2023-01-18 15:16:51
1189,AR_202,4,140.798,2115.47,0.0665564,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,2,0.118108,0.0716094,-0.00288795,0.958413,sample,2023-01-18 15:16:51
1190,AR_202,4,121.98,1963.75,0.0621161,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,3,-0.0402368,0.446197,0.020893,1.50683,sample,2023-01-18 15:16:51
1191,AR_268,4,1470.96,1456.85,1.00969,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,4,0.326653,11.4182,0.901821,9.36053,sample,2023-01-18 15:16:51
1192,AR_268,4,1455.67,1588.57,0.91634,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,5,0.20201,9.78935,0.814253,8.97609,sample,2023-01-18 15:16:51
1193,AR_268,4,1226.33,1955.51,0.627114,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,6,0.773161,6.57147,0.480251,4.27004,sample,2023-01-18 15:16:51
1194,AR_98,4,699.441,2992.85,0.233704,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,7,-0.139637,3.69327,0.190862,5.45499,sample,2023-01-18 15:16:51
1195,AR_98,4,551.253,2931.69,0.188033,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,8,-0.187173,2.21663,0.140518,3.95733,sample,2023-01-18 15:16:51
1196,AR_98,4,364.255,4365.38,0.0834416,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,9,0.303865,2.37687,0.0512235,2.5899,sample,2023-01-18 15:16:51
1197,Rho-pCI,4,566.542,6330.71,0.089491,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,10,0.117743,-0.0262777,-0.0132364,0.871151,sample,2023-01-18 15:16:51
1198,Rho-pCI,4,500.681,8002.04,0.0625692,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,11,0.18147,0.0704019,-0.00649239,0.905991,sample,2023-01-18 15:16:51
1199,Rho-pCI,4,494.801,6776.48,0.0730174,EXP_025_50_01 Secondary Screen/map2,sPREP806,D,12,-0.166871,0.0740332,0.0163777,1.28916,sample,2023-01-18 15:16:51
1200,AR_202,5,177.742,2397.6,0.0741333,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,1,0.0814759,-0.274551,-0.0363823,0.670795,sample,2023-01-18 15:16:51
1201,AR_202,5,360.86,2907.1,0.124131,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,2,0.326199,0.65833,0.024861,1.25044,sample,2023-01-18 15:16:51
1202,AR_202,5,180.233,2188.32,0.0823616,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,3,-0.136632,-0.00686415,0.0107617,1.1503,sample,2023-01-18 15:16:51
1203,AR_268,5,1342.48,1787.2,0.751163,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,4,-0.22895,5.09951,0.656207,7.91065,sample,2023-01-18 15:16:51
1204,AR_268,5,1144.41,1681.31,0.680665,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,5,0.0958044,7.01056,0.587553,7.31021,sample,2023-01-18 15:16:51
1205,AR_268,5,1277.7,1672.59,0.763905,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,6,-0.178126,6.50406,0.680239,9.13043,sample,2023-01-18 15:16:51
1206,AR_98,5,233.798,3003.02,0.0778544,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,7,0.0294663,0.190253,0.0105171,1.15618,sample,2023-01-18 15:16:51
1207,AR_98,5,282.381,4258.72,0.0663065,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,8,0.109718,0.312709,0.0102533,1.18292,sample,2023-01-18 15:16:51
1208,AR_98,5,237.535,2666.67,0.0890756,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,9,-0.413626,0.299964,0.0488963,2.21695,sample,2023-01-18 15:16:51
1209,Rho-pCI,5,743.291,6763.93,0.10989,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,10,-0.141649,0.0914607,0.0234699,1.27158,sample,2023-01-18 15:16:51
1210,Rho-pCI,5,819.279,7627.25,0.107415,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,11,0.0566054,0.0699548,0.00134017,1.01263,sample,2023-01-18 15:16:51
1211,Rho-pCI,5,793.119,7411.73,0.107009,EXP_025_50_01 Secondary Screen/map2,sPREP806,E,12,-0.322268,0.0852249,0.0401808,1.60126,sample,2023-01-18 15:16:51
1212,AR_202,6,245.01,2492.27,0.0983077,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,1,0.0892923,-0.0708602,-0.0169449,0.852976,sample,2023-01-18 15:16:51
1213,AR_202,6,175.251,2685.36,0.0652615,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,2,-0.125017,0.318697,0.0219591,1.50711,sample,2023-01-18 15:16:51
1214,AR_202,6,242.518,2261.81,0.107223,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,3,-0.241471,0.120909,0.0346642,1.47774,sample,2023-01-18 15:16:51
1215,AR_268,6,728.342,1581.65,0.460494,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,4,0.0241999,2.75558,0.334911,3.66684,sample,2023-01-18 15:16:51
1216,AR_268,6,712.148,1553,0.458562,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,5,0.0824884,2.55781,0.319042,3.2867,sample,2023-01-18 15:16:51
1217,AR_268,6,800.593,1822.08,0.439385,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,6,-0.155829,5.64725,0.383585,7.87429,sample,2023-01-18 15:16:51
1218,AR_98,6,228.816,3431.55,0.0666799,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,7,0.282634,0.324478,0.00210659,1.03262,sample,2023-01-18 15:16:51
1219,AR_98,6,196.427,2681.62,0.0732495,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,8,-0.0999307,0.197442,0.0181907,1.33039,sample,2023-01-18 15:16:51
1220,AR_98,6,200.165,2798.72,0.07152,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,9,-0.4258,0.342567,0.0409317,2.33815,sample,2023-01-18 15:16:51
1221,Rho-pCI,6,659.828,7080.36,0.0931914,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,10,-0.0689655,-0.226382,-0.0189627,0.830923,sample,2023-01-18 15:16:51
1222,Rho-pCI,6,786.89,7743.11,0.101625,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,11,0.070254,0.371188,0.0223035,1.28118,sample,2023-01-18 15:16:51
1223,Rho-pCI,6,710.902,6345.36,0.112035,EXP_025_50_01 Secondary Screen/map2,sPREP806,F,12,-0.166707,0.0214791,0.0206401,1.22583,sample,2023-01-18 15:16:51
1224,AR_202,7,215.113,2822.39,0.0762166,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,1,-0.260232,0.430876,0.0368123,1.93422,sample,2023-01-18 15:16:51
1225,AR_202,7,176.496,2588.19,0.0681928,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,2,-0.0137659,-0.129084,-0.00902944,0.883072,sample,2023-01-18 15:16:51
1226,AR_202,7,227.57,3334.38,0.0682494,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,3,0.470967,0.326834,-0.00741389,0.902015,sample,2023-01-18 15:16:51
1227,AR_268,7,556.435,1469.54,0.378646,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,4,-0.16788,1.81493,0.266715,3.38284,sample,2023-01-18 15:16:51
1228,AR_268,7,644.88,2224.44,0.289906,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,5,0.0675567,3.28958,0.217757,4.01812,sample,2023-01-18 15:16:51
1229,AR_268,7,502.87,1565.46,0.321228,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,6,-0.152998,1.97517,0.229778,3.51259,sample,2023-01-18 15:16:51
1230,AR_98,7,269.924,6087.48,0.0443408,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,7,0.655014,0.573776,-0.00228886,0.950914,sample,2023-01-18 15:16:51
1231,AR_98,7,242.518,3512.52,0.0690439,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,8,0.0621552,0.478416,0.0194399,1.3919,sample,2023-01-18 15:16:51
1232,AR_98,7,264.941,4525.31,0.0585465,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,9,0.475699,0.291467,-0.00835189,0.875156,sample,2023-01-18 15:16:51
1233,Rho-pCI,7,876.581,8545.39,0.102579,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,10,0.0478122,0.582437,0.0346564,1.51023,sample,2023-01-18 15:16:51
1234,Rho-pCI,7,830.49,8334.86,0.0996406,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,11,0.246019,0.235323,-0.000862721,0.991416,sample,2023-01-18 15:16:51
1235,Rho-pCI,7,688.48,7552.51,0.0911591,EXP_025_50_01 Secondary Screen/map2,sPREP806,G,12,0.101772,-0.0579529,-0.0154561,0.855029,sample,2023-01-18 15:16:51
1236,AR_202,8,223.833,2239.39,0.0999525,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,1,-0.2372,0.441113,0.0470463,1.88924,sample,2023-01-18 15:16:51
1237,AR_202,8,145.354,2312.89,0.0628451,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,2,-0.617633,-0.308268,0.0281063,1.80908,sample,2023-01-18 15:16:51
1238,AR_202,8,165.285,2966.89,0.0557097,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,3,-0.0140749,-0.414673,-0.0381278,0.593683,sample,2023-01-18 15:16:51
1239,AR_268,8,428.128,1652.66,0.259054,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,4,-0.203999,0.881302,0.149445,2.36344,sample,2023-01-18 15:16:51
1240,AR_268,8,328.472,1960.35,0.167558,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,5,0.0549719,0.591486,0.0564862,1.50856,sample,2023-01-18 15:16:51
1241,AR_268,8,345.911,1420.96,0.243436,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,6,-0.129704,0.269795,0.076589,1.45904,sample,2023-01-18 15:16:51
1242,AR_98,8,174.005,2270.53,0.0766361,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,7,-0.53559,-0.346305,0.0221908,1.40758,sample,2023-01-18 15:16:51
1243,AR_98,8,237.535,3075.27,0.0772405,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,8,-0.127886,0.0915937,0.0155302,1.25166,sample,2023-01-18 15:16:51
1244,AR_98,8,240.027,3502.56,0.068529,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,9,0.23391,0.170022,-0.00374197,0.948223,sample,2023-01-18 15:16:51
1245,Rho-pCI,8,763.222,6750.23,0.113066,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,10,-0.0679451,0.158885,0.0221306,1.24337,sample,2023-01-18 15:16:51
1246,Rho-pCI,8,659.828,8314.92,0.0793547,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,11,-0.105835,-0.0619817,0.00370994,1.04904,sample,2023-01-18 15:16:51
1247,Rho-pCI,8,769.45,10724.3,0.0717484,EXP_025_50_01 Secondary Screen/map2,sPREP806,H,12,0.313779,0.293081,-0.00114841,0.984246,sample,2023-01-18 15:16:51
1248,AR_202,1,216.067,2643.54,0.0817342,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,1,-0.0957481,0.861046,0.0420209,2.05811,sample,2023-01-18 15:16:51
1249,AR_202,1,226.652,2941.1,0.0770639,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,2,-0.237524,1.22236,0.0506238,2.91467,sample,2023-01-18 15:16:51
1250,AR_202,1,196.074,1974.33,0.0993115,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,3,-0.338496,0.760158,0.0619882,2.66084,sample,2023-01-18 15:16:51
1251,AR_268,1,1621.5,1409.8,1.15016,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,4,-0.196419,12.2931,1.08063,16.5424,sample,2023-01-18 15:16:51
1252,AR_268,1,1760.28,1855.55,0.94866,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,5,-0.225365,11.6075,0.890372,16.2754,sample,2023-01-18 15:16:51
1253,AR_268,1,1171.05,1232.21,0.950368,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,6,-0.105828,7.38734,0.84905,9.38001,sample,2023-01-18 15:16:51
1254,AR_98,1,1032.28,2756.45,0.374495,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,7,0.0994515,6.15238,0.316928,6.50541,sample,2023-01-18 15:16:51
1255,AR_98,1,1498.01,3313.93,0.452035,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,8,0.151163,11.1635,0.409254,10.5662,sample,2023-01-18 15:16:51
1256,AR_98,1,972.295,3409.19,0.285198,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,9,0.192539,6.33446,0.238827,6.15029,sample,2023-01-18 15:16:51
1257,Rho-pCI,1,555.957,6079.02,0.0914551,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,10,-0.196875,0.120934,0.0259296,1.39572,sample,2023-01-18 15:16:51
1258,Rho-pCI,1,444.229,5780.28,0.0768525,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,11,-0.25757,-0.285597,-0.00301503,0.96225,sample,2023-01-18 15:16:51
1259,Rho-pCI,1,565.366,7072.87,0.0799345,EXP_025_50_01 Secondary Screen/map2,sPREP807,A,12,0.111449,0.142614,0.00218023,1.02804,sample,2023-01-18 15:16:51
1260,AR_202,2,198.426,2091.94,0.0948525,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,1,0.08345,0.433242,0.0231494,1.32285,sample,2023-01-18 15:16:51
1261,AR_202,2,192.546,1900.24,0.101327,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,2,-0.600344,0.465461,0.0736935,3.66681,sample,2023-01-18 15:16:51
1262,AR_202,2,185.489,2037.84,0.0910223,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,3,-0.0945812,0.978459,0.049367,2.18513,sample,2023-01-18 15:16:51
1263,AR_268,2,1298.07,1327.48,0.977851,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,4,-0.201597,10.1807,0.908023,14.0038,sample,2023-01-18 15:16:51
1264,AR_268,2,2127.23,1787.33,1.19017,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,5,-0.0299993,18.9381,1.13227,20.5548,sample,2023-01-18 15:16:51
1265,AR_268,2,1735.58,1782.63,0.97361,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,6,0.0120184,14.102,0.908366,14.9227,sample,2023-01-18 15:16:51
1266,AR_98,2,979.351,2201.32,0.444892,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,7,-0.524554,3.82129,0.40102,10.1406,sample,2023-01-18 15:16:51
1267,AR_98,2,1331,3299.81,0.403358,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,8,0.00935361,9.40979,0.364247,10.3133,sample,2023-01-18 15:16:51
1268,AR_98,2,1328.65,2879.94,0.461347,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,9,-0.0983178,7.57688,0.412846,9.51209,sample,2023-01-18 15:16:51
1269,Rho-pCI,2,414.826,5943.76,0.0697919,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,10,-0.212542,-0.169525,0.00361512,1.05463,sample,2023-01-18 15:16:51
1270,Rho-pCI,2,620.642,6788.24,0.0914291,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,11,0.112148,0.133128,0.00169283,1.01886,sample,2023-01-18 15:16:51
1271,Rho-pCI,2,427.763,4517.1,0.0946986,EXP_025_50_01 Secondary Screen/map2,sPREP807,B,12,-0.432419,-0.296101,0.0183395,1.24017,sample,2023-01-18 15:16:51
1272,AR_202,3,179.609,2330.69,0.0770624,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,1,0.0442642,0.444583,0.0213553,1.38335,sample,2023-01-18 15:16:51
1273,AR_202,3,197.25,2104.88,0.0937108,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,2,0.0240316,0.648858,0.0355112,1.61016,sample,2023-01-18 15:16:51
1274,AR_202,3,139.622,1512.12,0.0923349,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,3,-0.544837,0.0532306,0.0524315,2.31396,sample,2023-01-18 15:16:51
1275,AR_268,3,1510.95,1762.63,0.85721,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,4,0.0886173,11.1525,0.780421,11.1632,sample,2023-01-18 15:16:51
1276,AR_268,3,1592.1,1483.9,1.07292,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,5,-0.0395826,12.3087,0.99549,13.8572,sample,2023-01-18 15:16:51
1277,AR_268,3,1627.38,1653.26,0.98435,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,6,-0.0242936,18.0289,0.933877,19.5027,sample,2023-01-18 15:16:51
1278,AR_98,3,1047.56,3036.36,0.345007,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,7,-0.129481,4.87093,0.29385,6.74417,sample,2023-01-18 15:16:51
1279,AR_98,3,959.357,2665.89,0.359865,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,8,0.121186,7.52219,0.31252,7.60105,sample,2023-01-18 15:16:51
1280,AR_98,3,960.534,2393.03,0.401388,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,9,-0.318063,9.93082,0.376347,16.0291,sample,2023-01-18 15:16:51
1281,Rho-pCI,3,472.455,5757.93,0.0820529,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,10,-0.0461755,-0.0607879,-0.00127659,0.98468,sample,2023-01-18 15:16:51
1282,Rho-pCI,3,597.121,7765.63,0.0768928,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,11,0.0810478,0.134014,0.00359139,1.04899,sample,2023-01-18 15:16:51
1283,Rho-pCI,3,388.953,3393.9,0.114603,EXP_025_50_01 Secondary Screen/map2,sPREP807,C,12,-0.517343,-0.426553,0.0181444,1.1881,sample,2023-01-18 15:16:51
1284,AR_202,4,183.137,2174.27,0.0842291,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,1,0.0148213,0.546084,0.0289427,1.5235,sample,2023-01-18 15:16:51
1285,AR_202,4,132.565,1712.06,0.0774302,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,2,-0.0951076,0.00895118,0.0079858,1.115,sample,2023-01-18 15:16:51
1286,AR_202,4,112.572,1806.15,0.0623269,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,3,-0.117261,0.334648,0.0211038,1.51194,sample,2023-01-18 15:16:51
1287,AR_268,4,948.773,1256.91,0.754845,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,4,0.144584,7.00975,0.646979,6.99796,sample,2023-01-18 15:16:51
1288,AR_268,4,998.169,1463.9,0.681854,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,5,0.107679,6.39837,0.579767,6.67916,sample,2023-01-18 15:16:51
1289,AR_268,4,895.848,1266.32,0.707443,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,6,0.148233,4.53104,0.560579,4.817,sample,2023-01-18 15:16:51
1290,AR_98,4,547.725,3603.25,0.152008,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,7,0.035839,2.67525,0.109166,3.54809,sample,2023-01-18 15:16:51
1291,AR_98,4,523.027,2858.77,0.182955,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,8,-0.207391,2.05192,0.13544,3.85048,sample,2023-01-18 15:16:51
1292,AR_98,4,368.959,3205.72,0.115094,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,9,-0.0425057,2.42049,0.0828757,3.57233,sample,2023-01-18 15:16:51
1293,Rho-pCI,4,458.342,5615.62,0.0816191,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,10,-0.008514,-0.212243,-0.0211083,0.794522,sample,2023-01-18 15:16:51
1294,Rho-pCI,4,574.775,5447.43,0.105513,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,11,-0.195708,0.228806,0.0364515,1.52781,sample,2023-01-18 15:16:51
